Option=Auto	Option=200	Option=300	Option=400	Option=500	Option=600	Option=700	Option=800	Option=900	Option=1000	Option=1100	Option=1200	Option=1300	Option=1400	Option=1500	Option=1600	Option=1700	Option=1800	Option=1900	Option=2000	Option=2100	Option=2200	Option=2300	Option=2400	Option=2500	Option=2600	Option=2700	Option=2800	Option=2900	Option=3000	Option=3100	Option=3200	Option=3300	Option=3400	Option=3500	Option=3600	Option=3700	Option=3800	Option=3900	Option=4000	Option=4100	Option=4200	Option=4300	Option=4400	Option=4500	Option=4600	Option=4700	Option=4800	Option=4900	Option=5000	Option=5100	Option=5200	Option=5300	Option=5400	Option=5500	Option=5600	Option=5700	Option=5800	Option=5900	Option=6000	Option=6100	Option=6200	Option=6300	Option=6400	Option=6500	Option=6600	Option=6700	Option=6800	Option=6900	Option=7000	Option=7100	Option=7200	Option=7300	Option=7400	Option=7500	Option=7600	Option=7700	Option=7800	Option=7900	Option=8000	Option=8100	Option=8200	Option=8300	Option=8400	Option=8500	Option=8600	Option=8700	Option=8800	Option=8900	Option=9000	Option=9100	Option=9200	Option=9300	Option=9400	Option=9500	Option=9600	Option=9700	Option=9800	Option=9900	Option=10000	sampling_probability
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
# Source: T110-nrgx add: move geometry_unit_cfa from Geometry Floor Area to a separate 'Geometry Real Floor Area'. Default to auto
